INTERSECTION_NAME,INTERSECTION_X,INTERSECTION_Y,GRAPH_NODE_COUNT,MAX_GRAPH_DEGREE,BRANCH_COUNT,DIRECTION_GROUP_COUNT,geometry_wkt
Intersection 367,494759.4787028574,7512851.503826615,1,3,22,3,"POLYGON ((116.949136 -22.4911, 116.948743 -22.4906, 116.948698 -22.490536, 116.948698 -22.490491, 116.948743 -22.490383, 116.948815 -22.490383, 116.948912 -22.490428, 116.949043 -22.490505, 116.949058 -22.490518, 116.949223 -22.490672, 116.949286 -22.490731, 116.94932 -22.490808, 116.949369 -22.490988, 116.949369 -22.4911, 116.949136 -22.4911))"
Intersection 368,514858.1897573339,7509960.970722771,1,3,22,3,"POLYGON ((117.14427 -22.517174, 117.144201 -22.517148, 117.144084 -22.517085, 117.144084 -22.51704, 117.144327 -22.516724, 117.144701 -22.516466, 117.144784 -22.516434, 117.144807 -22.516434, 117.144866 -22.516619, 117.14427 -22.517174))"
Intersection 369,481623.2028142079,7513154.040933249,1,3,21,3,"POLYGON ((116.821171 -22.48834, 116.821055 -22.488254, 116.821055 -22.488232, 116.821347 -22.487512, 116.821581 -22.487513, 116.82158 -22.487871, 116.821546 -22.487948, 116.821449 -22.488128, 116.821351 -22.488264, 116.821302 -22.488309, 116.82122 -22.488341, 116.821171 -22.48834))"
Intersection 370,481412.6153502375,7514424.315437066,1,3,21,3,"POLYGON ((116.819193 -22.476865, 116.819077 -22.476804, 116.819077 -22.476757, 116.819272 -22.476034, 116.819505 -22.476034, 116.819505 -22.476531, 116.819471 -22.476608, 116.819359 -22.476757, 116.81931 -22.476804, 116.819242 -22.476865, 116.819193 -22.476865))"
Intersection 371,481935.13965570333,7514731.767480952,1,3,21,3,"POLYGON ((116.824787 -22.47389, 116.824495 -22.473845, 116.824301 -22.473799, 116.824009 -22.473709, 116.823893 -22.4736, 116.823893 -22.473555, 116.823986 -22.473447, 116.824009 -22.473447, 116.824787 -22.473628, 116.824903 -22.473737, 116.824903 -22.473782, 116.824824 -22.47389, 116.824787 -22.47389))"
Intersection 372,482161.1945554329,7513249.416486778,2,3,21,3,"POLYGON ((116.826957 -22.487263, 116.826132 -22.487126, 116.826132 -22.486909, 116.826569 -22.48691, 116.826763 -22.486955, 116.826909 -22.487001, 116.826991 -22.487033, 116.82704 -22.487078, 116.826988 -22.487263, 116.826957 -22.487263))"
Intersection 373,485872.19967599754,7512924.66867286,2,3,21,3,"POLYGON ((116.86267 -22.490494, 116.862646 -22.490472, 116.862549 -22.490292, 116.862515 -22.490215, 116.862467 -22.489989, 116.862467 -22.489854, 116.862516 -22.489629, 116.862749 -22.489629, 116.862846 -22.490351, 116.862846 -22.490396, 116.86267 -22.490494))"
Intersection 374,502406.40801344346,7510311.415593662,1,3,21,3,"POLYGON ((117.023774 -22.513869, 117.022947 -22.513778, 117.022947 -22.513562, 117.023385 -22.513562, 117.023725 -22.513607, 117.023808 -22.513638, 117.023856 -22.513684, 117.023811 -22.513869, 117.023774 -22.513869))"
Intersection 375,514740.27312712994,7509770.703517806,2,3,21,3,"POLYGON ((117.143114 -22.518932, 117.143114 -22.518712, 117.143162 -22.518532, 117.143211 -22.518396, 117.143293 -22.518229, 117.143342 -22.518139, 117.14339 -22.518093, 117.14359 -22.518157, 117.14359 -22.51817, 117.143347 -22.518932, 117.143114 -22.518932))"
Intersection 376,518611.73084122274,7510135.901391051,1,3,21,3,"POLYGON ((117.180542 -22.51544, 117.180531 -22.515255, 117.180542 -22.515224, 117.18126 -22.514938, 117.181459 -22.51501, 117.181459 -22.515015, 117.181425 -22.515092, 117.181376 -22.515137, 117.181245 -22.515214, 117.181148 -22.515259, 117.180905 -22.51535, 117.180614 -22.51544, 117.180542 -22.51544))"
Intersection 377,482540.80740575993,7513224.403462627,1,3,20,3,"POLYGON ((116.830602 -22.487492, 116.829825 -22.487356, 116.829825 -22.487139, 116.83036 -22.48714, 116.830442 -22.487172, 116.830636 -22.487262, 116.830734 -22.487308, 116.830751 -22.487323, 116.830651 -22.487492, 116.830602 -22.487492))"
Intersection 378,484294.99803934776,7518417.932162192,1,3,20,3,"POLYGON ((116.847034 -22.440667, 116.846918 -22.440588, 116.846918 -22.440559, 116.847049 -22.440392, 116.847195 -22.440257, 116.847278 -22.440225, 116.847472 -22.44018, 116.847809 -22.44018, 116.847809 -22.440397, 116.847083 -22.440667, 116.847034 -22.440667))"
Intersection 379,485601.3813679139,7514315.533723861,1,3,20,3,"POLYGON ((116.860049 -22.477833, 116.859754 -22.477312, 116.859743 -22.47728, 116.859754 -22.477095, 116.859826 -22.477095, 116.859908 -22.477127, 116.860006 -22.477172, 116.860117 -22.477276, 116.860234 -22.477385, 116.860282 -22.477475, 116.860282 -22.477834, 116.860049 -22.477833))"
Intersection 380,514200.5075960676,7510232.986106079,1,3,20,3,"POLYGON ((117.138462 -22.514579, 117.138073 -22.514489, 117.137781 -22.514399, 117.137601 -22.514322, 117.137584 -22.514306, 117.137683 -22.514137, 117.137781 -22.514137, 117.138413 -22.514317, 117.138495 -22.514349, 117.138544 -22.514394, 117.138499 -22.514579, 117.138462 -22.514579))"
Intersection 381,511515.55687643983,7510328.09460286,1,3,19,3,"POLYGON ((117.111538 -22.513741, 117.111538 -22.513525, 117.112353 -22.513253, 117.112356 -22.513253, 117.112436 -22.513438, 117.112387 -22.513483, 117.112193 -22.513574, 117.11211 -22.513606, 117.111867 -22.513696, 117.111673 -22.513741, 117.111538 -22.513741))"
Intersection 382,515286.5921888541,7510618.750018689,2,7,18,3,"POLYGON ((117.148708 -22.511174, 117.148682 -22.51115, 117.148461 -22.51086, 117.14839 -22.510744, 117.148387 -22.510655, 117.148472 -22.510604, 117.148615 -22.51057, 117.148686 -22.510667, 117.148847 -22.510952, 117.148881 -22.511028, 117.148881 -22.511073, 117.148708 -22.511174))"
Intersection 383,515127.68028409575,7510331.28359279,1,3,18,3,"POLYGON ((117.147032 -22.513772, 117.146969 -22.513713, 117.146949 -22.51365, 117.146949 -22.513514, 117.146997 -22.513201, 117.147231 -22.513201, 117.147245 -22.513257, 117.147231 -22.513514, 117.147197 -22.513618, 117.147183 -22.51365, 117.147032 -22.513772))"
Intersection 384,482582.1375889962,7515033.055657571,1,3,17,3,"POLYGON ((116.830457 -22.471213, 116.830457 -22.471077, 116.830477 -22.470969, 116.830817 -22.470653, 116.830849 -22.470653, 116.830934 -22.470762, 116.830934 -22.470852, 116.83069 -22.471213, 116.830457 -22.471213))"
Intersection 385,503505.82316790643,7511632.002260325,1,3,17,3,"POLYGON ((117.034154 -22.502058, 117.034141 -22.502046, 117.033883 -22.501761, 117.033864 -22.501698, 117.033864 -22.501517, 117.034097 -22.501517, 117.03434 -22.501924, 117.03434 -22.501969, 117.034223 -22.502032, 117.034154 -22.502058))"
Intersection 386,483867.8258177894,7519164.431419998,1,3,15,3,"POLYGON ((116.843252 -22.433798, 116.842961 -22.433752, 116.842941 -22.433644, 116.842941 -22.433509, 116.843141 -22.433477, 116.843532 -22.433581, 116.843532 -22.433798, 116.843252 -22.433798))"
Intersection 387,481458.52862488735,7512860.25820238,1,3,14,3,"POLYGON ((116.819725 -22.490882, 116.819676 -22.490837, 116.819579 -22.490728, 116.819643 -22.490308, 116.819876 -22.490308, 116.81989 -22.490729, 116.819875 -22.49076, 116.819744 -22.490882, 116.819725 -22.490882))"
Intersection 388,479382.04874654184,7514614.458127379,1,3,14,3,"POLYGON ((116.799706 -22.474945, 116.799589 -22.474927, 116.799429 -22.474732, 116.799298 -22.474565, 116.799298 -22.474534, 116.799415 -22.474457, 116.799464 -22.474457, 116.799546 -22.474489, 116.799803 -22.474728, 116.799823 -22.474791, 116.799823 -22.474927, 116.799803 -22.474945, 116.799706 -22.474945))"
Intersection 389,480716.1780903641,7515309.763155755,1,3,14,3,"POLYGON ((116.812594 -22.468591, 116.812303 -22.468501, 116.812284 -22.468392, 116.812284 -22.468302, 116.812303 -22.468284, 116.812449 -22.468284, 116.812826 -22.468375, 116.812826 -22.468592, 116.812594 -22.468591))"
Intersection 390,518749.06136840273,7510560.247751175,1,3,13,3,"POLYGON ((117.182325 -22.511658, 117.182194 -22.511536, 117.182179 -22.511504, 117.182145 -22.511355, 117.182144 -22.511087, 117.182378 -22.511087, 117.18249 -22.511504, 117.182393 -22.511612, 117.182344 -22.511658, 117.182325 -22.511658))"
Intersection 391,516054.8061590867,7510581.06667834,13,4,10,3,"POLYGON ((117.156122 -22.51137, 117.156121 -22.511369, 117.155892 -22.511112, 117.155892 -22.511108, 117.156008 -22.511003, 117.156018 -22.511003, 117.15609 -22.511048, 117.156286 -22.511216, 117.156287 -22.511216, 117.15632 -22.511291, 117.15632 -22.511292, 117.156177 -22.511356, 117.156122 -22.51137))"
